,query,dataset,runtime,variant,configuration
2944,query79.sql,tpcds,825096,vanilla,single_node_mod_spark
2945,query127.sql,tpcds,18235,vanilla,single_node_mod_spark
2946,query105.sql,tpcds,507640,vanilla,single_node_mod_spark
2947,query44.sql,tpcds,1797309,vanilla,single_node_mod_spark
2948,query53.sql,tpcds,546031,vanilla,single_node_mod_spark
2949,query57.sql,tpcds,833471,vanilla,single_node_mod_spark
2950,query1.sql,tpcds,76668,vanilla,single_node_mod_spark
2951,query46.sql,tpcds,694793,vanilla,single_node_mod_spark
2952,query55.sql,tpcds,499474,vanilla,single_node_mod_spark
2953,query56.sql,tpcds,1174014,vanilla,single_node_mod_spark
2954,query84.sql,tpcds,40002,vanilla,single_node_mod_spark
2955,query89.sql,tpcds,574001,vanilla,single_node_mod_spark
2956,query8.sql,tpcds,349132,vanilla,single_node_mod_spark
2957,query119.sql,tpcds,269764,vanilla,single_node_mod_spark
2958,query63.sql,tpcds,537778,vanilla,single_node_mod_spark
2959,query68.sql,tpcds,1072647,vanilla,single_node_mod_spark
2960,query97.sql,tpcds,529057,vanilla,single_node_mod_spark
2961,query75.sql,tpcds,2503200,vanilla,single_node_mod_spark
2962,query15.sql,tpcds,175458,vanilla,single_node_mod_spark
2963,query91.sql,tpcds,49686,vanilla,single_node_mod_spark
2964,query51.sql,tpcds,649252,vanilla,single_node_mod_spark
2965,query60.sql,tpcds,1144976,vanilla,single_node_mod_spark
2966,query2.sql,tpcds,404763,vanilla,single_node_mod_spark
2967,query80.sql,tpcds,1945679,vanilla,single_node_mod_spark
2968,query106.sql,tpcds,525014,vanilla,single_node_mod_spark
2969,query40.sql,tpcds,350918,vanilla,single_node_mod_spark
2970,query110.sql,tpcds,119978,vanilla,single_node_mod_spark
2971,query78.sql,tpcds,2018637,vanilla,single_node_mod_spark
2972,query62.sql,tpcds,53827,vanilla,single_node_mod_spark
2973,query74.sql,tpcds,1496917,vanilla,single_node_mod_spark
2974,query4.sql,tpcds,2557741,vanilla,single_node_mod_spark
2975,query79.sql,tpcds,1034499,vanilla,single_node_mod_spark
2976,query127.sql,tpcds,17117,vanilla,single_node_mod_spark
2977,query105.sql,tpcds,500402,vanilla,single_node_mod_spark
2978,query44.sql,tpcds,1953797,vanilla,single_node_mod_spark
2979,query53.sql,tpcds,556596,vanilla,single_node_mod_spark
2980,query40.sql,tpcds,522288,vanilla,single_node_mod_spark
2981,query57.sql,tpcds,653900,vanilla,single_node_mod_spark
2982,query1.sql,tpcds,77228,vanilla,single_node_mod_spark
2983,query46.sql,tpcds,766626,vanilla,single_node_mod_spark
2984,query55.sql,tpcds,524530,vanilla,single_node_mod_spark
2985,query56.sql,tpcds,1239869,vanilla,single_node_mod_spark
2986,query3.sql,tpcds,371832,vanilla,single_node_mod_spark
2987,query84.sql,tpcds,38776,vanilla,single_node_mod_spark
2988,query89.sql,tpcds,574240,vanilla,single_node_mod_spark
2989,query8.sql,tpcds,462525,vanilla,single_node_mod_spark
2990,query119.sql,tpcds,302526,vanilla,single_node_mod_spark
2991,query63.sql,tpcds,574081,vanilla,single_node_mod_spark
2992,query68.sql,tpcds,1057014,vanilla,single_node_mod_spark
2993,query97.sql,tpcds,552575,vanilla,single_node_mod_spark
2994,query75.sql,tpcds,2509354,vanilla,single_node_mod_spark
2995,query15.sql,tpcds,178979,vanilla,single_node_mod_spark
2996,query17.sql,tpcds,1076955,bare,single_node_mod_spark
2997,query20.sql,tpcds,209608,bare,single_node_mod_spark
2998,query22.sql,tpcds,43676,bare,single_node_mod_spark
2999,query11.sql,tpcds,1646381,bare,single_node_mod_spark
3000,query5.sql,tpcds,1700958,bare,single_node_mod_spark
3001,query6.sql,tpcds,335399,bare,single_node_mod_spark
3002,query18.sql,tpcds,708888,bare,single_node_mod_spark
3003,query7.sql,tpcds,1036302,bare,single_node_mod_spark
3004,query21.sql,tpcds,43332,bare,single_node_mod_spark
3005,query10.sql,tpcds,463865,bare,single_node_mod_spark
3006,query9.sql,tpcds,4372020,bare,single_node_mod_spark
3007,query16.sql,tpcds,660694,bare,single_node_mod_spark
3008,query26.sql,tpcds,459590,bare,single_node_mod_spark
3009,query25.sql,tpcds,1143484,bare,single_node_mod_spark
3010,query12.sql,tpcds,130420,bare,single_node_mod_spark
3011,query19.sql,tpcds,570646,bare,single_node_mod_spark
3012,query13.sql,tpcds,1200489,bare,single_node_mod_spark
3013,query4.sql,tpcds,2591251,bare,single_node_mod_spark
3014,query3.sql,tpcds,392237,bare,single_node_mod_spark
3015,query8.sql,tpcds,433081,bare,single_node_mod_spark
3016,query2.sql,tpcds,399917,bare,single_node_mod_spark
3017,query15.sql,tpcds,179809,bare,single_node_mod_spark
3018,query1.sql,tpcds,73305,bare,single_node_mod_spark
3019,query36.sql,tpcds,705648,bare,single_node_mod_spark
3020,query49.sql,tpcds,1733247,bare,single_node_mod_spark
3021,query52.sql,tpcds,523957,bare,single_node_mod_spark
3022,query31.sql,tpcds,1149311,bare,single_node_mod_spark
3023,query35.sql,tpcds,468078,bare,single_node_mod_spark
3024,query37.sql,tpcds,167252,bare,single_node_mod_spark
3025,query29.sql,tpcds,1104495,bare,single_node_mod_spark
3026,query50.sql,tpcds,946950,bare,single_node_mod_spark
3027,query33.sql,tpcds,1387694,bare,single_node_mod_spark
3028,query42.sql,tpcds,489494,bare,single_node_mod_spark
3029,query32.sql,tpcds,435362,bare,single_node_mod_spark
3030,query43.sql,tpcds,334020,bare,single_node_mod_spark
3031,query34.sql,tpcds,274981,bare,single_node_mod_spark
3032,query27.sql,tpcds,870935,bare,single_node_mod_spark
3033,query38.sql,tpcds,494294,bare,single_node_mod_spark
3034,query48.sql,tpcds,889808,bare,single_node_mod_spark
3035,query44.sql,tpcds,1995254,bare,single_node_mod_spark
3036,query46.sql,tpcds,739697,bare,single_node_mod_spark
3037,query64.sql,tpcds,2709423,bare,single_node_mod_spark
3038,query58.sql,tpcds,928022,bare,single_node_mod_spark
3039,query71.sql,tpcds,995809,bare,single_node_mod_spark
3040,query65.sql,tpcds,1103316,bare,single_node_mod_spark
3041,query54.sql,tpcds,578585,bare,single_node_mod_spark
3042,query76.sql,tpcds,919151,bare,single_node_mod_spark
3043,query72.sql,tpcds,313525,bare,single_node_mod_spark
3044,query73.sql,tpcds,274187,bare,single_node_mod_spark
3045,query66.sql,tpcds,781312,bare,single_node_mod_spark
3046,query59.sql,tpcds,638456,bare,single_node_mod_spark
3047,query69.sql,tpcds,468115,bare,single_node_mod_spark
3048,query77.sql,tpcds,1524422,bare,single_node_mod_spark
3049,query63.sql,tpcds,557521,bare,single_node_mod_spark
3050,query68.sql,tpcds,1009526,bare,single_node_mod_spark
3051,query55.sql,tpcds,529073,bare,single_node_mod_spark
3052,query56.sql,tpcds,1108015,bare,single_node_mod_spark
3053,query60.sql,tpcds,1090470,bare,single_node_mod_spark
3054,query75.sql,tpcds,2458749,bare,single_node_mod_spark
3055,query57.sql,tpcds,686028,bare,single_node_mod_spark
3056,query78.sql,tpcds,2025622,bare,single_node_mod_spark
3057,query62.sql,tpcds,55247,bare,single_node_mod_spark
3058,query74.sql,tpcds,1623181,bare,single_node_mod_spark
3059,query53.sql,tpcds,558176,bare,single_node_mod_spark
3060,query85.sql,tpcds,292544,bare,single_node_mod_spark
3061,query83.sql,tpcds,59050,bare,single_node_mod_spark
3062,query92.sql,tpcds,55677,bare,single_node_mod_spark
3063,query104.sql,tpcds,542222,bare,single_node_mod_spark
3064,query87.sql,tpcds,502477,bare,single_node_mod_spark
3065,query82.sql,tpcds,281411,bare,single_node_mod_spark
3066,query98.sql,tpcds,541034,bare,single_node_mod_spark
3067,query94.sql,tpcds,283482,bare,single_node_mod_spark
3068,query101.sql,tpcds,539777,bare,single_node_mod_spark
3069,query99.sql,tpcds,130590,bare,single_node_mod_spark
3070,query86.sql,tpcds,174447,bare,single_node_mod_spark
3071,query102.sql,tpcds,527835,bare,single_node_mod_spark
3072,query103.sql,tpcds,411800,bare,single_node_mod_spark
3073,query81.sql,tpcds,62057,bare,single_node_mod_spark
3074,query91.sql,tpcds,15186,bare,single_node_mod_spark
3075,query96.sql,tpcds,191183,bare,single_node_mod_spark
3076,query84.sql,tpcds,33834,bare,single_node_mod_spark
3077,query89.sql,tpcds,565577,bare,single_node_mod_spark
3078,query97.sql,tpcds,555866,bare,single_node_mod_spark
3079,query80.sql,tpcds,1968821,bare,single_node_mod_spark
3080,query79.sql,tpcds,804292,bare,single_node_mod_spark
3081,query131.sql,tpcds,59381,bare,single_node_mod_spark
3082,query112.sql,tpcds,179478,bare,single_node_mod_spark
3083,query121.sql,tpcds,53189,bare,single_node_mod_spark
3084,query115.sql,tpcds,173060,bare,single_node_mod_spark
3085,query108.sql,tpcds,132468,bare,single_node_mod_spark
3086,query125.sql,tpcds,17645,bare,single_node_mod_spark
3087,query116.sql,tpcds,205778,bare,single_node_mod_spark
3088,query130.sql,tpcds,52188,bare,single_node_mod_spark
3089,query114.sql,tpcds,183565,bare,single_node_mod_spark
3090,query129.sql,tpcds,46570,bare,single_node_mod_spark
3091,query109.sql,tpcds,131476,bare,single_node_mod_spark
3092,query126.sql,tpcds,14508,bare,single_node_mod_spark
3093,query118.sql,tpcds,174634,bare,single_node_mod_spark
3094,query117.sql,tpcds,194442,bare,single_node_mod_spark
3095,query120.sql,tpcds,49845,bare,single_node_mod_spark
3096,query122.sql,tpcds,3878,bare,single_node_mod_spark
3097,query123.sql,tpcds,5118,bare,single_node_mod_spark
3098,query128.sql,tpcds,22809,bare,single_node_mod_spark
3099,query107.sql,tpcds,540804,bare,single_node_mod_spark
3100,query124.sql,tpcds,13986,bare,single_node_mod_spark
3101,query113.sql,tpcds,188565,bare,single_node_mod_spark
3102,query111.sql,tpcds,130808,bare,single_node_mod_spark
3103,query106.sql,tpcds,540594,bare,single_node_mod_spark
3104,query110.sql,tpcds,132106,bare,single_node_mod_spark
3105,query127.sql,tpcds,16517,bare,single_node_mod_spark
3106,query105.sql,tpcds,520729,bare,single_node_mod_spark
3107,query119.sql,tpcds,243729,bare,single_node_mod_spark
3108,query17.sql,tpcds,1133462,bare,single_node_mod_spark
3109,query20.sql,tpcds,151026,bare,single_node_mod_spark
3110,query22.sql,tpcds,43830,bare,single_node_mod_spark
3111,query11.sql,tpcds,1664986,bare,single_node_mod_spark
3112,query5.sql,tpcds,1540572,bare,single_node_mod_spark
3113,query6.sql,tpcds,343944,bare,single_node_mod_spark
3114,query18.sql,tpcds,657450,bare,single_node_mod_spark
3115,query7.sql,tpcds,1039952,bare,single_node_mod_spark
3116,query21.sql,tpcds,43694,bare,single_node_mod_spark
3117,query10.sql,tpcds,545700,bare,single_node_mod_spark
3118,query9.sql,tpcds,4101176,bare,single_node_mod_spark
3119,query16.sql,tpcds,662847,bare,single_node_mod_spark
3120,query26.sql,tpcds,461160,bare,single_node_mod_spark
3121,query25.sql,tpcds,1145644,bare,single_node_mod_spark
3122,query12.sql,tpcds,128728,bare,single_node_mod_spark
3123,query19.sql,tpcds,576810,bare,single_node_mod_spark
3124,query13.sql,tpcds,1212084,bare,single_node_mod_spark
3125,query4.sql,tpcds,2563819,bare,single_node_mod_spark
3126,query3.sql,tpcds,368371,bare,single_node_mod_spark
3127,query8.sql,tpcds,449162,bare,single_node_mod_spark
3128,query2.sql,tpcds,430889,bare,single_node_mod_spark
3129,query15.sql,tpcds,182848,bare,single_node_mod_spark
3130,query1.sql,tpcds,76283,bare,single_node_mod_spark
3131,query64.sql,tpcds,2478990,bare,single_node_mod_spark
3132,query85.sql,tpcds,264826,bare,single_node_mod_spark
3133,query17.sql,tpcds,1268260,bare,single_node_mod_spark
3134,query131.sql,tpcds,56303,bare,single_node_mod_spark
3135,query112.sql,tpcds,152097,bare,single_node_mod_spark
3136,query58.sql,tpcds,852551,bare,single_node_mod_spark
3137,query36.sql,tpcds,649382,bare,single_node_mod_spark
3138,query121.sql,tpcds,46081,bare,single_node_mod_spark
3139,query115.sql,tpcds,166822,bare,single_node_mod_spark
3140,query20.sql,tpcds,243513,bare,single_node_mod_spark
3141,query22.sql,tpcds,43377,bare,single_node_mod_spark
3142,query49.sql,tpcds,1630696,bare,single_node_mod_spark
3143,query83.sql,tpcds,57984,bare,single_node_mod_spark
3144,query71.sql,tpcds,815917,bare,single_node_mod_spark
3145,query108.sql,tpcds,126022,bare,single_node_mod_spark
3146,query11.sql,tpcds,1680724,bare,single_node_mod_spark
3147,query125.sql,tpcds,16836,bare,single_node_mod_spark
3148,query5.sql,tpcds,1619543,bare,single_node_mod_spark
3149,query116.sql,tpcds,285248,bare,single_node_mod_spark
3150,query6.sql,tpcds,342717,bare,single_node_mod_spark
3151,query92.sql,tpcds,168213,bare,single_node_mod_spark
3152,query104.sql,tpcds,530468,bare,single_node_mod_spark
3153,query64.sql,tpcds,2459707,bare,single_node_mod_spark
3154,query85.sql,tpcds,267687,bare,single_node_mod_spark
3155,query17.sql,tpcds,1263745,bare,single_node_mod_spark
3156,query131.sql,tpcds,54827,bare,single_node_mod_spark
3157,query112.sql,tpcds,141908,bare,single_node_mod_spark
3158,query58.sql,tpcds,917437,bare,single_node_mod_spark
3159,query36.sql,tpcds,714154,bare,single_node_mod_spark
3160,query121.sql,tpcds,52306,bare,single_node_mod_spark
3161,query115.sql,tpcds,173091,bare,single_node_mod_spark
3162,query20.sql,tpcds,234856,bare,single_node_mod_spark
3163,query22.sql,tpcds,43476,bare,single_node_mod_spark
3164,query49.sql,tpcds,1682088,bare,single_node_mod_spark
3165,query83.sql,tpcds,61075,bare,single_node_mod_spark
3166,query71.sql,tpcds,836260,bare,single_node_mod_spark
3167,query108.sql,tpcds,132120,bare,single_node_mod_spark
3168,query11.sql,tpcds,1742731,bare,single_node_mod_spark
3169,query125.sql,tpcds,16438,bare,single_node_mod_spark
3170,query5.sql,tpcds,1477506,bare,single_node_mod_spark
3171,query116.sql,tpcds,282139,bare,single_node_mod_spark
3172,query6.sql,tpcds,335371,bare,single_node_mod_spark
3173,query92.sql,tpcds,179878,bare,single_node_mod_spark
3174,query104.sql,tpcds,532883,bare,single_node_mod_spark
3175,query130.sql,tpcds,55281,bare,single_node_mod_spark
3176,query31.sql,tpcds,1184723,bare,single_node_mod_spark
3177,query114.sql,tpcds,167222,bare,single_node_mod_spark
3178,query54.sql,tpcds,551558,bare,single_node_mod_spark
3179,query76.sql,tpcds,928766,bare,single_node_mod_spark
3180,query72.sql,tpcds,369519,bare,single_node_mod_spark
3181,query18.sql,tpcds,718314,bare,single_node_mod_spark
3182,query35.sql,tpcds,445741,bare,single_node_mod_spark
3183,query100.sql,tpcds,536697,bare,single_node_mod_spark
3184,query95.sql,tpcds,588557,bare,single_node_mod_spark
3185,query90.sql,tpcds,65082,bare,single_node_mod_spark
3186,query7.sql,tpcds,1053368,bare,single_node_mod_spark
3187,query37.sql,tpcds,174067,bare,single_node_mod_spark
3188,query21.sql,tpcds,2527,bare,single_node_mod_spark
3189,query64.sql,tpcds,2405324,bare,single_node_mod_spark
3190,query85.sql,tpcds,266632,bare,single_node_mod_spark
3191,query17.sql,tpcds,1247555,bare,single_node_mod_spark
3192,query131.sql,tpcds,57060,bare,single_node_mod_spark
3193,query112.sql,tpcds,155517,bare,single_node_mod_spark
3194,query58.sql,tpcds,913680,bare,single_node_mod_spark
3195,query36.sql,tpcds,716295,bare,single_node_mod_spark
3196,query121.sql,tpcds,53822,bare,single_node_mod_spark
3197,query115.sql,tpcds,174810,bare,single_node_mod_spark
3198,query20.sql,tpcds,239038,bare,single_node_mod_spark
3199,query22.sql,tpcds,43754,bare,single_node_mod_spark
3200,query49.sql,tpcds,1692509,bare,single_node_mod_spark
3201,query83.sql,tpcds,36915,bare,single_node_mod_spark
3202,query71.sql,tpcds,836769,bare,single_node_mod_spark
3203,query108.sql,tpcds,130777,bare,single_node_mod_spark
3204,query11.sql,tpcds,1714181,bare,single_node_mod_spark
3205,query125.sql,tpcds,17270,bare,single_node_mod_spark
3206,query5.sql,tpcds,1651092,bare,single_node_mod_spark
3207,query116.sql,tpcds,297242,bare,single_node_mod_spark
3208,query6.sql,tpcds,349979,bare,single_node_mod_spark
3209,query92.sql,tpcds,174868,bare,single_node_mod_spark
3210,query104.sql,tpcds,447047,bare,single_node_mod_spark
3211,query130.sql,tpcds,56484,bare,single_node_mod_spark
3212,query31.sql,tpcds,1154456,bare,single_node_mod_spark
3213,query114.sql,tpcds,180780,bare,single_node_mod_spark
3214,query54.sql,tpcds,582146,bare,single_node_mod_spark
3215,query76.sql,tpcds,949388,bare,single_node_mod_spark
3216,query72.sql,tpcds,364548,bare,single_node_mod_spark
3217,query18.sql,tpcds,724201,bare,single_node_mod_spark
3218,query35.sql,tpcds,435370,bare,single_node_mod_spark
3219,query100.sql,tpcds,536546,bare,single_node_mod_spark
3220,query95.sql,tpcds,580859,bare,single_node_mod_spark
3221,query90.sql,tpcds,66913,bare,single_node_mod_spark
3222,query21.sql,tpcds,46866,bare,single_node_mod_spark
3223,query93.sql,tpcds,1373738,bare,single_node_mod_spark
3224,query129.sql,tpcds,57672,bare,single_node_mod_spark
3225,query109.sql,tpcds,131006,bare,single_node_mod_spark
3226,query126.sql,tpcds,16108,bare,single_node_mod_spark
3227,query29.sql,tpcds,1299752,bare,single_node_mod_spark
3228,query50.sql,tpcds,1116554,bare,single_node_mod_spark
3229,query87.sql,tpcds,619120,bare,single_node_mod_spark
3230,query10.sql,tpcds,432446,bare,single_node_mod_spark
3231,query118.sql,tpcds,303713,bare,single_node_mod_spark
3232,query82.sql,tpcds,287232,bare,single_node_mod_spark
3233,query117.sql,tpcds,297766,bare,single_node_mod_spark
3234,query120.sql,tpcds,51789,bare,single_node_mod_spark
3235,query98.sql,tpcds,528069,bare,single_node_mod_spark
3236,query122.sql,tpcds,25472,bare,single_node_mod_spark
3237,query33.sql,tpcds,1134466,bare,single_node_mod_spark
3238,query94.sql,tpcds,282177,bare,single_node_mod_spark
3239,query9.sql,tpcds,3357640,bare,single_node_mod_spark
3240,query101.sql,tpcds,533915,bare,single_node_mod_spark
3241,query42.sql,tpcds,519965,bare,single_node_mod_spark
3242,query73.sql,tpcds,281113,bare,single_node_mod_spark
3243,query16.sql,tpcds,653261,bare,single_node_mod_spark
3244,query26.sql,tpcds,456900,bare,single_node_mod_spark
3245,query32.sql,tpcds,437033,bare,single_node_mod_spark
3246,query123.sql,tpcds,53896,bare,single_node_mod_spark
3247,query43.sql,tpcds,340421,bare,single_node_mod_spark
3248,query99.sql,tpcds,125233,bare,single_node_mod_spark
3249,query34.sql,tpcds,284754,bare,single_node_mod_spark
3250,query86.sql,tpcds,178515,bare,single_node_mod_spark
3251,query25.sql,tpcds,1178364,bare,single_node_mod_spark
3252,query66.sql,tpcds,755555,bare,single_node_mod_spark
3253,query128.sql,tpcds,58708,bare,single_node_mod_spark
3254,query102.sql,tpcds,546350,bare,single_node_mod_spark
3255,query59.sql,tpcds,643157,bare,single_node_mod_spark
3256,query107.sql,tpcds,524957,bare,single_node_mod_spark
3257,query12.sql,tpcds,131549,bare,single_node_mod_spark
3258,query69.sql,tpcds,288138,bare,single_node_mod_spark
3259,query124.sql,tpcds,16148,bare,single_node_mod_spark
3260,query113.sql,tpcds,171692,bare,single_node_mod_spark
3261,query27.sql,tpcds,1027391,bare,single_node_mod_spark
3262,query48.sql,tpcds,903862,bare,single_node_mod_spark
3263,query4.sql,tpcds,2578119,bare,single_node_mod_spark
3264,query63.sql,tpcds,558650,bare,single_node_mod_spark
3265,query91.sql,tpcds,44501,bare,single_node_mod_spark
3266,query51.sql,tpcds,728900,bare,single_node_mod_spark
3267,query96.sql,tpcds,197711,bare,single_node_mod_spark
3268,query3.sql,tpcds,381992,bare,single_node_mod_spark
3269,query84.sql,tpcds,36453,bare,single_node_mod_spark
3270,query45.sql,tpcds,146089,bare,single_node_mod_spark
3271,query60.sql,tpcds,1395741,bare,single_node_mod_spark
3272,query89.sql,tpcds,550572,bare,single_node_mod_spark
3273,query8.sql,tpcds,439545,bare,single_node_mod_spark
3274,query2.sql,tpcds,434705,bare,single_node_mod_spark
3275,query97.sql,tpcds,575096,bare,single_node_mod_spark
3276,query75.sql,tpcds,2690998,bare,single_node_mod_spark
3277,query80.sql,tpcds,1972912,bare,single_node_mod_spark
3278,query111.sql,tpcds,130495,bare,single_node_mod_spark
3279,query15.sql,tpcds,185628,bare,single_node_mod_spark
3280,query106.sql,tpcds,539279,bare,single_node_mod_spark
3281,query79.sql,tpcds,835691,bare,single_node_mod_spark
3282,query40.sql,tpcds,354772,bare,single_node_mod_spark
3283,query57.sql,tpcds,891718,bare,single_node_mod_spark
3284,query110.sql,tpcds,131072,bare,single_node_mod_spark
3285,query21.sql,tpcds,47067,bare,single_node_mod_spark
3286,query93.sql,tpcds,1434755,bare,single_node_mod_spark
3287,query129.sql,tpcds,57760,bare,single_node_mod_spark
3288,query109.sql,tpcds,131347,bare,single_node_mod_spark
3289,query126.sql,tpcds,15968,bare,single_node_mod_spark
3290,query47.sql,tpcds,1426522,bare,single_node_mod_spark
3291,query56.sql,tpcds,1338865,bare,single_node_mod_spark
3292,query78.sql,tpcds,1910231,bare,single_node_mod_spark
3293,query62.sql,tpcds,54290,bare,single_node_mod_spark
3294,query127.sql,tpcds,19409,bare,single_node_mod_spark
3295,query105.sql,tpcds,534199,bare,single_node_mod_spark
3296,query44.sql,tpcds,1945509,bare,single_node_mod_spark
3297,query1.sql,tpcds,76375,bare,single_node_mod_spark
3298,query74.sql,tpcds,1537304,bare,single_node_mod_spark
3299,query53.sql,tpcds,546995,bare,single_node_mod_spark
3300,query46.sql,tpcds,790312,bare,single_node_mod_spark
3301,query119.sql,tpcds,308582,bare,single_node_mod_spark
3302,query56.sql,tpcds,1407888,bare,single_node_mod_spark
3303,query78.sql,tpcds,2028574,bare,single_node_mod_spark
3304,query62.sql,tpcds,52589,bare,single_node_mod_spark
3305,query127.sql,tpcds,19087,bare,single_node_mod_spark
3306,query105.sql,tpcds,536654,bare,single_node_mod_spark
3307,query44.sql,tpcds,1843181,bare,single_node_mod_spark
3308,query1.sql,tpcds,77121,bare,single_node_mod_spark
3309,query74.sql,tpcds,1712008,bare,single_node_mod_spark
3310,query53.sql,tpcds,547854,bare,single_node_mod_spark
3311,query46.sql,tpcds,680537,bare,single_node_mod_spark
3312,query119.sql,tpcds,298769,bare,single_node_mod_spark
3313,query56.sql,tpcds,1566635,bare,single_node_mod_spark
3314,query78.sql,tpcds,2071582,bare,single_node_mod_spark
3315,query62.sql,tpcds,52746,bare,single_node_mod_spark
3316,query127.sql,tpcds,17953,bare,single_node_mod_spark
3317,query105.sql,tpcds,540531,bare,single_node_mod_spark
3318,query44.sql,tpcds,1885546,bare,single_node_mod_spark
3319,query1.sql,tpcds,77334,bare,single_node_mod_spark
3320,query38.sql,tpcds,540126,bare,single_node_mod_spark
3321,query13.sql,tpcds,1220569,bare,single_node_mod_spark
3322,query47.sql,tpcds,1332227,bare,single_node_mod_spark
3323,query65.sql,tpcds,1003620,bare,single_node_mod_spark
3324,query19.sql,tpcds,477188,bare,single_node_mod_spark
3325,query55.sql,tpcds,432171,bare,single_node_mod_spark
3326,query52.sql,tpcds,425938,bare,single_node_mod_spark
3327,query68.sql,tpcds,1016200,bare,single_node_mod_spark
3328,query51.sql,tpcds,605174,bare,single_node_mod_spark
3329,query77.sql,tpcds,1409045,bare,single_node_mod_spark
3330,query103.sql,tpcds,399898,bare,single_node_mod_spark
3331,query45.sql,tpcds,149617,bare,single_node_mod_spark
3332,query81.sql,tpcds,69459,bare,single_node_mod_spark
3333,query40.sql,tpcds,353185,bare,single_node_mod_spark
3334,query38.sql,tpcds,597301,bare,single_node_mod_spark
3335,query65.sql,tpcds,1051628,bare,single_node_mod_spark
3336,query55.sql,tpcds,497052,bare,single_node_mod_spark
3337,query52.sql,tpcds,439588,bare,single_node_mod_spark
3338,query51.sql,tpcds,557744,bare,single_node_mod_spark
3339,query45.sql,tpcds,71782,bare,single_node_mod_spark
3340,query40.sql,tpcds,360409,bare,single_node_mod_spark
3341,query103.sql,tpcds,528965,bare,single_node_mod_spark
3342,query81.sql,tpcds,72958,bare,single_node_mod_spark
3343,query77.sql,tpcds,1473484,bare,single_node_mod_spark
3344,query68.sql,tpcds,974445,bare,single_node_mod_spark
3345,query41.sql,tpcds,2908,bare,single_node_mod_spark
3346,query41.sql,tpcds,2785,bare,single_node_mod_spark
3347,query17.sql,tpcds,1253070,register,single_node_mod_spark
3348,query20.sql,tpcds,198427,register,single_node_mod_spark
3349,query22.sql,tpcds,44129,register,single_node_mod_spark
3350,query11.sql,tpcds,1727974,register,single_node_mod_spark
3351,query5.sql,tpcds,1547241,register,single_node_mod_spark
3352,query6.sql,tpcds,346932,register,single_node_mod_spark
3353,query18.sql,tpcds,738117,register,single_node_mod_spark
3354,query7.sql,tpcds,1042697,register,single_node_mod_spark
3355,query21.sql,tpcds,41150,register,single_node_mod_spark
3356,query10.sql,tpcds,544705,register,single_node_mod_spark
3357,query9.sql,tpcds,3405411,register,single_node_mod_spark
3358,query16.sql,tpcds,658205,register,single_node_mod_spark
3359,query26.sql,tpcds,450853,register,single_node_mod_spark
3360,query25.sql,tpcds,1145125,register,single_node_mod_spark
3361,query12.sql,tpcds,132222,register,single_node_mod_spark
3362,query19.sql,tpcds,570615,register,single_node_mod_spark
3363,query13.sql,tpcds,1215963,register,single_node_mod_spark
3364,query4.sql,tpcds,2506713,register,single_node_mod_spark
3365,query3.sql,tpcds,373764,register,single_node_mod_spark
3366,query8.sql,tpcds,446317,register,single_node_mod_spark
3367,query2.sql,tpcds,344216,register,single_node_mod_spark
3368,query15.sql,tpcds,177540,register,single_node_mod_spark
3369,query1.sql,tpcds,75798,register,single_node_mod_spark
3370,query36.sql,tpcds,841991,register,single_node_mod_spark
3371,query49.sql,tpcds,1790046,register,single_node_mod_spark
3372,query52.sql,tpcds,535090,register,single_node_mod_spark
3373,query31.sql,tpcds,1114756,register,single_node_mod_spark
3374,query35.sql,tpcds,490298,register,single_node_mod_spark
3375,query37.sql,tpcds,168169,register,single_node_mod_spark
3376,query29.sql,tpcds,1176531,register,single_node_mod_spark
3377,query50.sql,tpcds,1057399,register,single_node_mod_spark
3378,query33.sql,tpcds,1245480,register,single_node_mod_spark
3379,query42.sql,tpcds,523730,register,single_node_mod_spark
3380,query32.sql,tpcds,439789,register,single_node_mod_spark
3381,query43.sql,tpcds,309336,register,single_node_mod_spark
3382,query34.sql,tpcds,252293,register,single_node_mod_spark
3383,query27.sql,tpcds,981399,register,single_node_mod_spark
3384,query38.sql,tpcds,496824,register,single_node_mod_spark
3385,query48.sql,tpcds,827967,register,single_node_mod_spark
3386,query44.sql,tpcds,2211720,register,single_node_mod_spark
3387,query46.sql,tpcds,700040,register,single_node_mod_spark
3388,query64.sql,tpcds,2631522,register,single_node_mod_spark
3389,query58.sql,tpcds,930039,register,single_node_mod_spark
3390,query71.sql,tpcds,847586,register,single_node_mod_spark
3391,query65.sql,tpcds,1110783,register,single_node_mod_spark
3392,query54.sql,tpcds,572712,register,single_node_mod_spark
3393,query76.sql,tpcds,880641,register,single_node_mod_spark
3394,query72.sql,tpcds,379543,register,single_node_mod_spark
3395,query73.sql,tpcds,280995,register,single_node_mod_spark
3396,query66.sql,tpcds,754223,register,single_node_mod_spark
3397,query59.sql,tpcds,650217,register,single_node_mod_spark
3398,query69.sql,tpcds,263136,register,single_node_mod_spark
3399,query77.sql,tpcds,1503612,register,single_node_mod_spark
3400,query63.sql,tpcds,563154,register,single_node_mod_spark
3401,query68.sql,tpcds,1045939,register,single_node_mod_spark
3402,query55.sql,tpcds,520314,register,single_node_mod_spark
3403,query56.sql,tpcds,1250352,register,single_node_mod_spark
